,age,country,highest_level_of_education_completed,gender,race,totalCompensation,min_years_of_relevant_experience,Latitude,Longitude
12063,25-34,USA,Master's degree,Woman,White,49097.0,2,40.0792,-98.8164
12064,35-44,USA,College Degree,Woman,White,68500.0,2,40.0792,-98.8164
12065,25-34,USA,College Degree,Man,White,100000.0,2,40.0792,-98.8164
12066,25-34,USA,College Degree,Woman,Black or African American,54000.0,2,40.0792,-98.8164
12067,25-34,USA,College Degree,Woman,Asian or Asian American,180000.0,5,40.0792,-98.8164
12068,25-34,USA,College Degree,Woman,Asian or Asian American,81100.0,8,40.0792,-98.8164
12069,45-54,USA,College Degree,Woman,White,110000.0,11,40.0792,-98.8164
12070,35-44,USA,Master's degree,Woman,White,160000.0,11,40.0792,-98.8164
12071,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",83000.0,2,40.0792,-98.8164
12072,45-54,USA,College Degree,Woman,White,67600.0,21,40.0792,-98.8164
12073,45-54,USA,College Degree,Woman,White,46000.0,2,40.0792,-98.8164
12074,35-44,USA,College Degree,Woman,White,95000.0,8,40.0792,-98.8164
12075,35-44,USA,Master's degree,Woman,White,75500.0,5,40.0792,-98.8164
12076,35-44,USA,PhD,Woman,White,75000.0,11,40.0792,-98.8164
12077,25-34,USA,"Professional degree (MD, JD, etc.)",Woman,Black or African American,51797.0,2,40.0792,-98.8164
12078,25-34,USA,College Degree,Man,Asian or Asian American,250000.0,8,40.0792,-98.8164
12079,35-44,USA,"Professional degree (MD, JD, etc.)",Man,White,67000.0,8,40.0792,-98.8164
12080,35-44,USA,"Professional degree (MD, JD, etc.)",Man,Black or African American,192500.0,8,40.0792,-98.8164
12081,35-44,USA,"Professional degree (MD, JD, etc.)",Man,White,186000.0,2,40.0792,-98.8164
12082,25-34,USA,Master's degree,Woman,Another option not listed here or prefer not to answer,85000.0,5,40.0792,-98.8164
12083,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",72000.0,5,40.0792,-98.8164
12084,45-54,USA,Master's degree,Woman,White,99500.0,11,40.0792,-98.8164
12085,25-34,USA,Master's degree,Man,White,92000.0,8,40.0792,-98.8164
12086,25-34,USA,College Degree,Non-binary,White,43000.0,2,40.0792,-98.8164
12087,45-54,USA,College Degree,Woman,White,90000.0,11,40.0792,-98.8164
12088,18-24,USA,Master's degree,Woman,White,34500.0,1,40.0792,-98.8164
12089,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",115000.0,5,40.0792,-98.8164
12090,35-44,USA,Master's degree,Man,White,158000.0,8,40.0792,-98.8164
12091,25-34,USA,College Degree,Man,White,65000.0,2,40.0792,-98.8164
12092,35-44,USA,Master's degree,Woman,White,64000.0,5,40.0792,-98.8164
12093,25-34,USA,Master's degree,Woman,Another option not listed here or prefer not to answer,85000.0,5,40.0792,-98.8164
12094,35-44,USA,Master's degree,Man,White,101500.0,5,40.0792,-98.8164
12095,45-54,USA,College Degree,Man,White,89000.0,5,40.0792,-98.8164
12096,25-34,USA,College Degree,Woman,White,73000.0,1,40.0792,-98.8164
12097,35-44,USA,College Degree,Man,White,155000.0,11,40.0792,-98.8164
12098,35-44,USA,Master's degree,Woman,White,96000.0,8,40.0792,-98.8164
12099,35-44,USA,College Degree,Man,White,166400.0,11,40.0792,-98.8164
12100,35-44,USA,Master's degree,Man,White,128000.0,11,40.0792,-98.8164
12101,55-64,USA,College Degree,Woman,White,80000.0,11,40.0792,-98.8164
12102,35-44,USA,Master's degree,Man,White,101500.0,5,40.0792,-98.8164
12103,45-54,USA,Master's degree,Man,White,412000.0,11,40.0792,-98.8164
12104,25-34,USA,College Degree,Man,White,134000.0,5,40.0792,-98.8164
12105,25-34,USA,Master's degree,Woman,White,106000.0,2,40.0792,-98.8164
12106,55-64,USA,College Degree,Woman,White,57000.0,2,40.0792,-98.8164
12107,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,125000.0,5,40.0792,-98.8164
12108,25-34,USA,Master's degree,Man,White,131000.0,8,40.0792,-98.8164
12109,35-44,USA,Master's degree,Non-binary,White,120000.0,21,40.0792,-98.8164
12110,25-34,USA,College Degree,Woman,White,86600.0,8,40.0792,-98.8164
12111,45-54,USA,Master's degree,Woman,White,94929.0,21,40.0792,-98.8164
12112,35-44,USA,College Degree,Man,White,285000.0,11,40.0792,-98.8164
12113,45-54,USA,College Degree,Woman,White,90000.0,21,40.0792,-98.8164
12114,45-54,USA,Master's degree,Woman,White,142000.0,21,40.0792,-98.8164
12115,35-44,USA,Master's degree,Man,White,115000.0,11,40.0792,-98.8164
12116,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",56000.0,5,40.0792,-98.8164
12117,25-34,USA,College Degree,Woman,White,103000.0,5,40.0792,-98.8164
12118,25-34,USA,College Degree,Woman,White,52000.0,5,40.0792,-98.8164
12119,25-34,USA,Master's degree,Man,White,40000.0,2,40.0792,-98.8164
12120,25-34,USA,College Degree,Woman,White,93600.0,8,40.0792,-98.8164
12121,35-44,USA,College Degree,Man,White,185350.0,21,40.0792,-98.8164
12122,25-34,USA,College Degree,Woman,White,60000.0,2,40.0792,-98.8164
12123,18-24,USA,College Degree,Man,Asian or Asian American,70000.0,2,40.0792,-98.8164
12124,55-64,USA,Master's degree,Woman,White,50830.0,21,40.0792,-98.8164
12125,35-44,USA,College Degree,Woman,White,93000.0,8,40.0792,-98.8164
12126,35-44,USA,College Degree,Man,White,88500.0,11,40.0792,-98.8164
12127,35-44,USA,College Degree,Man,White,165000.0,5,40.0792,-98.8164
12128,35-44,USA,College Degree,Woman,White,48701.0,2,40.0792,-98.8164
12129,25-34,USA,"Professional degree (MD, JD, etc.)",Woman,White,135000.0,8,40.0792,-98.8164
12130,35-44,USA,Master's degree,Woman,White,62400.0,8,40.0792,-98.8164
12131,45-54,USA,College Degree,Woman,White,199000.0,11,40.0792,-98.8164
12132,35-44,USA,College Degree,Woman,Another option not listed here or prefer not to answer,75000.0,8,40.0792,-98.8164
12133,35-44,USA,College Degree,Man,White,106700.0,21,40.0792,-98.8164
12134,35-44,USA,Master's degree,Man,White,210000.0,8,40.0792,-98.8164
12135,35-44,USA,College Degree,Man,White,109000.0,5,40.0792,-98.8164
12136,35-44,USA,College Degree,Man,White,155000.0,11,40.0792,-98.8164
12137,25-34,USA,Master's degree,Woman,White,34000.0,2,40.0792,-98.8164
12138,25-34,USA,College Degree,Man,Asian or Asian American,110000.0,2,40.0792,-98.8164
12139,25-34,USA,College Degree,Woman,White,80500.0,5,40.0792,-98.8164
12140,35-44,USA,College Degree,Man,White,148500.0,11,40.0792,-98.8164
12141,35-44,USA,College Degree,Man,White,109000.0,11,40.0792,-98.8164
12142,35-44,USA,Master's degree,Man,White,450000.0,11,40.0792,-98.8164
12143,45-54,USA,"Professional degree (MD, JD, etc.)",Woman,White,174570.0,11,40.0792,-98.8164
12144,35-44,USA,High School,Man,White,138490.0,8,40.0792,-98.8164
12145,25-34,USA,College Degree,Woman,White,57500.0,1,40.0792,-98.8164
12146,35-44,USA,Master's degree,Man,White,750000.0,8,40.0792,-98.8164
12147,25-34,USA,Master's degree,Man,White,92000.0,5,40.0792,-98.8164
12148,25-34,USA,College Degree,Woman,White,85000.0,5,40.0792,-98.8164
12149,25-34,USA,College Degree,Man,White,230000.0,5,40.0792,-98.8164
12150,25-34,USA,College Degree,Woman,White,120000.0,2,40.0792,-98.8164
12151,18-24,USA,College Degree,Woman,White,118000.0,1,40.0792,-98.8164
12152,25-34,USA,High School,Prefer not to answer,White,395000.0,11,40.0792,-98.8164
12153,25-34,USA,College Degree,Woman,White,81000.0,5,40.0792,-98.8164
12154,18-24,USA,College Degree,Woman,White,118000.0,1,40.0792,-98.8164
12155,35-44,USA,College Degree,Woman,White,43829.0,5,40.0792,-98.8164
12156,45-54,USA,College Degree,Woman,White,65000.0,5,40.0792,-98.8164
12157,45-54,USA,PhD,Woman,White,81200.0,11,40.0792,-98.8164
12158,35-44,USA,College Degree,Man,White,185000.0,21,40.0792,-98.8164
12159,35-44,USA,College Degree,Woman,Black or African American,108000.0,8,40.0792,-98.8164
12160,35-44,USA,PhD,Woman,White,59751.0,11,40.0792,-98.8164
12161,35-44,USA,Master's degree,Woman,White,61000.0,11,40.0792,-98.8164
12162,35-44,USA,College Degree,Woman,White,174000.0,11,40.0792,-98.8164
12163,25-34,USA,College Degree,Man,White,115000.0,2,40.0792,-98.8164
12164,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,138430.0,11,40.0792,-98.8164
12165,35-44,USA,Master's degree,Woman,White,54000.0,8,40.0792,-98.8164
12166,25-34,USA,College Degree,Woman,White,90500.0,2,40.0792,-98.8164
12167,45-54,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",60000.0,2,40.0792,-98.8164
12168,55-64,USA,PhD,Man,White,210000.0,21,40.0792,-98.8164
12169,35-44,USA,College Degree,Man,White,190000.0,21,40.0792,-98.8164
12170,55-64,USA,College Degree,Woman,White,50000.0,21,40.0792,-98.8164
12171,25-34,USA,Master's degree,Woman,White,90000.0,2,40.0792,-98.8164
12172,35-44,USA,College Degree,Woman,White,66560.0,5,40.0792,-98.8164
12173,35-44,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",56028.0,5,40.0792,-98.8164
12174,45-54,USA,College Degree,Man,White,140000.0,5,40.0792,-98.8164
12175,25-34,USA,College Degree,Woman,White,81000.0,2,40.0792,-98.8164
12176,18-24,USA,College Degree,Woman,White,63000.0,2,40.0792,-98.8164
12177,35-44,USA,College Degree,Man,White,86500.0,2,40.0792,-98.8164
12178,35-44,USA,College Degree,Woman,White,92000.0,8,40.0792,-98.8164
12179,25-34,USA,Master's degree,Woman,White,140000.0,2,40.0792,-98.8164
12180,45-54,USA,College Degree,Man,White,140000.0,5,40.0792,-98.8164
12181,25-34,USA,College Degree,Woman,White,54000.0,2,40.0792,-98.8164
12182,35-44,USA,College Degree,Man,White,314000.0,8,40.0792,-98.8164
12183,25-34,USA,College Degree,Woman,Black or African American,119000.0,2,40.0792,-98.8164
12184,35-44,USA,College Degree,Woman,Middle Eastern or Northern African,287000.0,5,40.0792,-98.8164
12185,25-34,USA,College Degree,Woman,White,42600.0,5,40.0792,-98.8164
12186,35-44,USA,PhD,Non-binary,White,52248.0,11,40.0792,-98.8164
12187,25-34,USA,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",151000.0,5,40.0792,-98.8164
12188,35-44,USA,College Degree,Man,White,165000.0,11,40.0792,-98.8164
12189,25-34,USA,College Degree,Man,White,63000.0,11,40.0792,-98.8164
12190,25-34,USA,PhD,Woman,Black or African American,83700.0,5,40.0792,-98.8164
12191,35-44,USA,Master's degree,Woman,Asian or Asian American,86000.0,11,40.0792,-98.8164
12192,25-34,USA,College Degree,Woman,White,85000.0,5,40.0792,-98.8164
12193,45-54,USA,College Degree,Man,White,243000.0,11,40.0792,-98.8164
12194,25-34,USA,PhD,Man,White,60000.0,5,40.0792,-98.8164
12195,35-44,USA,College Degree,Man,White,144100.0,11,40.0792,-98.8164
12196,25-34,USA,College Degree,Woman,White,47780.0,2,40.0792,-98.8164
12197,35-44,USA,College Degree,Woman,White,92000.0,11,40.0792,-98.8164
12198,25-34,USA,College Degree,Prefer not to answer,Another option not listed here or prefer not to answer,61000.0,5,40.0792,-98.8164
12199,25-34,USA,Master's degree,Man,White,38500.0,2,40.0792,-98.8164
12200,35-44,USA,College Degree,Man,White,340000.0,21,40.0792,-98.8164
12201,35-44,USA,College Degree,Man,White,110000.0,11,40.0792,-98.8164
12202,35-44,USA,College Degree,Man,White,165000.0,11,40.0792,-98.8164
12203,18-24,USA,College Degree,Woman,White,57500.0,1,40.0792,-98.8164
12204,55-64,USA,College Degree,Woman,White,48500.0,5,40.0792,-98.8164
12205,35-44,USA,College Degree,Woman,White,34000.0,8,40.0792,-98.8164
12206,25-34,USA,College Degree,Woman,White,56000.0,2,40.0792,-98.8164
12207,25-34,USA,College Degree,Man,White,120000.0,8,40.0792,-98.8164
12208,35-44,USA,Master's degree,Woman,White,102000.0,11,40.0792,-98.8164
12209,35-44,USA,Master's degree,Man,White,102500.0,11,40.0792,-98.8164
12210,45-54,USA,College Degree,Woman,Native American or Alaska Native,147000.0,11,40.0792,-98.8164
12211,35-44,USA,College Degree,Woman,Another option not listed here or prefer not to answer,80000.0,8,40.0792,-98.8164
12212,25-34,USA,College Degree,Woman,Black or African American,68000.0,2,40.0792,-98.8164
12213,25-34,USA,Master's degree,Man,"Hispanic, Latino, or Spanish origin",155000.0,5,40.0792,-98.8164
12214,25-34,USA,College Degree,Woman,White,97000.0,2,40.0792,-98.8164
12215,35-44,USA,High School,Man,White,180000.0,11,40.0792,-98.8164
12216,25-34,USA,College Degree,Non-binary,White,70850.0,2,40.0792,-98.8164
12217,25-34,USA,College Degree,Woman,White,57750.0,8,40.0792,-98.8164
12218,35-44,USA,College Degree,Man,White,46000.0,11,40.0792,-98.8164
12219,45-54,USA,College Degree,Man,White,140000.0,11,40.0792,-98.8164
12220,35-44,USA,College Degree,Woman,White,70000.0,11,40.0792,-98.8164
12221,25-34,USA,College Degree,Woman,White,250000.0,8,40.0792,-98.8164
12222,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",89000.0,8,40.0792,-98.8164
12223,35-44,USA,College Degree,Man,White,250000.0,11,40.0792,-98.8164
12224,35-44,USA,College Degree,Man,White,155000.0,11,40.0792,-98.8164
12225,25-34,USA,Master's degree,Woman,White,47000.0,5,40.0792,-98.8164
12226,25-34,USA,Master's degree,Woman,White,48809.0,8,40.0792,-98.8164
12227,25-34,USA,College Degree,Woman,White,157500.0,8,40.0792,-98.8164
12228,45-54,USA,College Degree,Woman,White,33280.0,5,40.0792,-98.8164
12229,35-44,USA,PhD,Prefer not to answer,White,124719.0,8,40.0792,-98.8164
12230,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,175000.0,11,40.0792,-98.8164
12231,35-44,USA,Master's degree,Woman,White,111291.0,2,40.0792,-98.8164
12232,25-34,USA,"Professional degree (MD, JD, etc.)",Woman,White,140000.0,2,40.0792,-98.8164
12233,25-34,USA,College Degree,Man,White,44325.0,5,40.0792,-98.8164
12234,25-34,USA,Master's degree,Woman,Asian or Asian American,60000.0,2,40.0792,-98.8164
12235,25-34,USA,College Degree,Woman,White,53000.0,1,40.0792,-98.8164
12236,35-44,USA,Master's degree,Woman,White,100000.0,2,40.0792,-98.8164
12237,25-34,USA,Master's degree,Woman,White,184000.0,11,40.0792,-98.8164
12238,45-54,USA,College Degree,Woman,White,66310.0,11,40.0792,-98.8164
12239,35-44,USA,College Degree,Man,White,170000.0,11,40.0792,-98.8164
12240,25-34,USA,College Degree,Man,White,104500.0,11,40.0792,-98.8164
12241,25-34,USA,Master's degree,Woman,White,64500.0,8,40.0792,-98.8164
12242,35-44,USA,College Degree,Woman,Asian or Asian American,156000.0,1,40.0792,-98.8164
12243,35-44,USA,College Degree,Woman,White,42700.0,11,40.0792,-98.8164
12244,35-44,USA,Master's degree,Woman,White,60500.0,8,40.0792,-98.8164
12245,45-54,USA,College Degree,Woman,White,115000.0,11,40.0792,-98.8164
12246,35-44,USA,College Degree,Man,Asian or Asian American,172000.0,11,40.0792,-98.8164
12247,25-34,USA,College Degree,Man,White,35000.0,2,40.0792,-98.8164
12248,35-44,USA,Master's degree,Man,White,80780.0,11,40.0792,-98.8164
12249,25-34,USA,Master's degree,Prefer not to answer,White,63000.0,11,40.0792,-98.8164
12250,25-34,USA,College Degree,Man,White,125000.0,5,40.0792,-98.8164
12251,25-34,USA,College Degree,Woman,White,57000.0,5,40.0792,-98.8164
12252,25-34,USA,PhD,Woman,Black or African American,70000.0,1,40.0792,-98.8164
12253,45-54,USA,College Degree,Woman,White,125000.0,11,40.0792,-98.8164
12254,25-34,USA,Master's degree,Woman,Asian or Asian American,90220.0,5,40.0792,-98.8164
12255,35-44,USA,College Degree,Man,White,342000.0,11,40.0792,-98.8164
12256,35-44,USA,Master's degree,Woman,White,59000.0,11,40.0792,-98.8164
12257,35-44,USA,Master's degree,Woman,White,185000.0,8,40.0792,-98.8164
12258,25-34,USA,Master's degree,Woman,White,80000.0,5,40.0792,-98.8164
12259,35-44,USA,College Degree,Woman,White,97000.0,11,40.0792,-98.8164
12260,35-44,USA,Master's degree,Woman,White,72000.0,11,40.0792,-98.8164
12261,35-44,USA,Master's degree,Man,White,350000.0,11,40.0792,-98.8164
12262,25-34,USA,College Degree,Woman,White,151000.0,8,40.0792,-98.8164
12263,45-54,USA,"Professional degree (MD, JD, etc.)",Woman,White,109500.0,21,40.0792,-98.8164
12264,35-44,USA,"Professional degree (MD, JD, etc.)",Woman,White,151000.0,8,40.0792,-98.8164
12265,25-34,USA,College Degree,Non-binary,White,181409.0,11,40.0792,-98.8164
12266,55-64,USA,College Degree,Woman,White,70110.0,31,40.0792,-98.8164
12267,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",70000.0,2,40.0792,-98.8164
12268,25-34,USA,College Degree,Non-binary,White,185500.0,11,40.0792,-98.8164
12269,35-44,USA,"Professional degree (MD, JD, etc.)",Non-binary,White,162700.0,8,40.0792,-98.8164
12270,25-34,USA,"Professional degree (MD, JD, etc.)",Woman,White,151000.0,8,40.0792,-98.8164
12271,25-34,USA,College Degree,Woman,White,48000.0,8,40.0792,-98.8164
12272,35-44,USA,College Degree,Prefer not to answer,Another option not listed here or prefer not to answer,83500.0,5,40.0792,-98.8164
12273,35-44,USA,High School,Man,White,98000.0,5,40.0792,-98.8164
12274,25-34,USA,Master's degree,Woman,White,45000.0,5,40.0792,-98.8164
12275,25-34,USA,College Degree,Woman,White,48600.0,5,40.0792,-98.8164
12276,18-24,USA,College Degree,Man,White,42000.0,2,40.0792,-98.8164
12277,35-44,USA,Master's degree,Woman,White,135000.0,5,40.0792,-98.8164
12278,25-34,USA,Master's degree,Woman,White,71000.0,2,40.0792,-98.8164
12279,25-34,USA,Master's degree,Woman,White,145000.0,1,40.0792,-98.8164
12280,25-34,USA,College Degree,Non-binary,White,70000.0,8,40.0792,-98.8164
12281,25-34,USA,College Degree,Woman,White,36000.0,1,40.0792,-98.8164
12282,35-44,USA,College Degree,Woman,White,163750.0,11,40.0792,-98.8164
12283,35-44,USA,College Degree,Woman,White,57300.0,11,40.0792,-98.8164
12284,18-24,USA,College Degree,Woman,White,150000.0,1,40.0792,-98.8164
12285,25-34,USA,College Degree,Woman,White,50000.0,2,40.0792,-98.8164
12286,35-44,USA,Master's degree,Woman,White,85000.0,5,40.0792,-98.8164
12287,45-54,USA,College Degree,Man,White,120000.0,8,40.0792,-98.8164
12288,25-34,USA,Master's degree,Man,White,230000.0,8,40.0792,-98.8164
12289,35-44,USA,College Degree,Woman,White,228000.0,8,40.0792,-98.8164
12290,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",47736.0,2,40.0792,-98.8164
12291,35-44,USA,Master's degree,Woman,White,120000.0,8,40.0792,-98.8164
12292,35-44,USA,College Degree,Man,White,193000.0,11,40.0792,-98.8164
12293,45-54,USA,College Degree,Man,White,190000.0,21,40.0792,-98.8164
12294,35-44,USA,College Degree,Woman,White,88000.0,5,40.0792,-98.8164
12295,35-44,USA,College Degree,Woman,White,98827.0,11,40.0792,-98.8164
12296,25-34,USA,"Professional degree (MD, JD, etc.)",Woman,White,230000.0,11,40.0792,-98.8164
12297,35-44,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",67500.0,5,40.0792,-98.8164
12298,55-64,USA,College Degree,Woman,White,104500.0,11,40.0792,-98.8164
12299,25-34,USA,High School,Man,White,400000.0,8,40.0792,-98.8164
12300,25-34,USA,College Degree,Man,White,75000.0,5,40.0792,-98.8164
12301,25-34,USA,College Degree,Woman,White,63000.0,2,40.0792,-98.8164
12302,55-64,USA,College Degree,Man,White,13500.0,31,40.0792,-98.8164
12303,25-34,USA,College Degree,Non-binary,White,147000.0,2,40.0792,-98.8164
12304,45-54,USA,College Degree,Man,White,102500.0,21,40.0792,-98.8164
12305,25-34,USA,College Degree,Man,White,272000.0,8,40.0792,-98.8164
12306,25-34,USA,College Degree,Man,Asian or Asian American,90000.0,5,40.0792,-98.8164
12307,35-44,USA,College Degree,Man,White,195000.0,11,40.0792,-98.8164
12308,25-34,USA,Master's degree,Woman,White,84000.0,2,40.0792,-98.8164
